sale_id,product_id,sale_date,quantity,sales_amount,discount,profit
148,90,2025-05-23,5,692.47,71.25,136.97
149,1,2025-05-03,1,4344.25,111.49,768.21
150,229,2025-06-21,4,2174.81,399.69,262.07
151,154,2025-11-15,4,2826.05,385.43,504.28
152,149,2025-03-13,3,4541.55,178.3,777.34
153,104,2025-06-29,5,4912.38,192.6,964.61
154,76,2025-05-21,3,1706.38,129.31,376.19
155,82,2025-05-27,5,3278.48,566.66,232.87
156,130,2025-04-03,5,1496.47,275.7,185.51
157,102,2025-07-15,5,777.58,41.02,117.38
158,217,2025-10-26,2,4817.2,190.17,736.32
159,91,2025-12-07,1,3147.71,0.1,544.95
160,160,2025-04-16,3,2993.7,568.24,367.79
161,75,2025-06-02,2,2048.75,301.72,332.96
162,218,2025-10-10,5,2278.11,307.94,253.35
163,256,2025-03-29,2,1808.3,31.72,239.22
164,164,2025-10-04,2,3020.52,107.75,714.49
165,150,2025-06-08,4,523.16,0.69,121.42
166,254,2025-10-01,5,1188.74,102.92,176.63
167,28,2025-01-14,5,4028.83,374.19,474.15
168,143,2025-05-18,3,205.57,20.16,15.87
169,210,2025-06-08,5,4578.56,226.05,396.03
170,120,2025-08-10,4,1749.94,31.76,262.15
171,230,2025-10-28,3,713.56,43.78,165.07
172,153,2025-07-13,1,1794.12,205.31,384.71
173,82,2025-12-17,5,3466.67,425.82,400.46
174,18,2025-05-09,5,4123.89,339.26,577.33
175,187,2025-02-16,4,3271.11,494.12,366.5
176,13,2025-04-30,5,1901.32,100.52,262.68
177,200,2025-03-31,1,1626.02,239.55,284.78
178,6,2025-02-22,2,3939.8,665.65,327.67
179,99,2025-03-24,4,1653.14,73.67,179.05
180,110,2025-11-02,3,3712.91,282.28,408.61
181,188,2025-07-18,3,3694.87,590.76,755.77
182,15,2025-08-01,4,2479.32,412.24,307.97
183,178,2025-07-24,4,4695.83,217.15,479.71
184,75,2025-02-14,4,541.53,54.52,120.81
185,95,2025-04-23,4,3893.45,43.79,391.83
186,56,2025-04-13,3,4516.89,254.18,694.43
187,129,2025-09-03,2,3758.37,378.62,303.39
188,197,2025-01-12,5,1682.88,286.03,338.17
189,106,2025-05-13,2,464.34,81.43,38.66
190,240,2025-10-04,1,3066.17,261.82,290.65
191,74,2025-01-19,3,2014.33,239.97,406.9
192,55,2025-08-26,2,3033.43,348.82,339.72
193,77,2025-12-19,5,297.03,40.53,48.96
194,117,2025-02-19,5,3515.88,640.21,331.58
195,80,2025-05-25,2,1679.21,50.53,251.33
196,219,2025-05-10,3,1947.8,230.42,240.46
197,107,2025-12-06,2,4892.93,805.85,981
198,181,2025-10-30,1,3487.41,28.75,644.57
199,175,2025-10-14,1,1083.9,99.22,190.07
200,37,2025-08-17,2,3559.73,200.42,815.91
201,196,2025-01-22,4,760.7,58.24,174.93
202,58,2025-09-10,2,2693.71,416.65,405.05
203,9,2025-11-18,1,3573.08,339.05,467.63
204,99,2025-02-16,5,660.29,57.77,138.29
205,183,2025-10-05,4,1098.43,23.23,257.99
206,97,2025-07-20,5,3397.62,466.08,359.1
207,126,2025-05-18,3,3548.2,166.62,497.57
208,87,2025-05-13,3,250.83,9.79,19.59
209,25,2025-11-14,3,1780.85,303.16,362.45
210,235,2025-09-21,1,4220.6,439.89,841.51
211,244,2025-09-01,2,488.73,10.61,107.5
212,3,2025-07-26,3,1851.08,94.88,339.33
213,86,2025-08-02,5,3653.29,145.89,587.84
214,55,2025-05-08,1,1237.69,39.35,118.4
215,62,2025-06-29,5,1902.27,371.1,171.59
216,215,2025-08-25,5,853.55,152,101.9
217,214,2025-01-02,1,2848.9,104.98,623.88
218,215,2025-12-05,1,1073.61,28.13,97.86
219,120,2025-10-31,3,682.2,104.87,88.37
220,7,2025-12-24,1,2887.06,484.71,212.63
221,183,2025-02-03,3,1488.3,80.86,172.19
222,145,2025-12-19,4,3592.46,122.59,585.84
223,215,2025-08-22,3,3275.81,269.8,496.86
224,124,2025-09-19,1,4062.4,451.03,846.98
225,168,2025-02-18,1,224,35.42,30.31
226,256,2025-11-08,1,3998.62,575.7,486.65
227,83,2025-07-06,2,1319.76,110.94,244.35
228,14,2025-03-24,5,1960.9,249.81,172.11
229,65,2025-10-21,2,2729.82,428.71,353.37
230,226,2025-09-05,4,4436.07,304.34,770.32
231,223,2025-02-08,2,2170.91,390.58,176.18
232,140,2025-01-03,5,170.72,31.23,12.13
233,231,2025-06-28,1,2915.31,273.12,433.88
234,78,2025-12-08,4,1982.68,349.09,207.3
235,14,2025-11-17,4,2883.78,420.37,346.5
236,246,2025-09-11,5,1405.57,146.02,277.96
237,247,2025-12-31,5,3549.05,291.83,398.87
238,217,2025-07-28,3,4255.71,719.22,792.3
239,202,2025-12-17,1,2862,24.98,580.33
240,218,2025-04-04,5,1350.5,36.97,301.69
241,171,2025-11-04,5,4154.26,814.15,333.47
242,203,2025-12-15,1,2673.74,475.58,404.42
243,151,2025-12-23,1,2941.41,476.6,346.28
244,156,2025-03-15,1,3776.07,118.83,762.54
245,241,2025-08-01,5,930.06,124.96,179.14
246,40,2025-10-28,1,4381.71,151.03,944.63
247,165,2025-03-10,5,3232.39,536.96,545.89
248,57,2025-08-06,1,2281.4,262.23,272.63
249,68,2025-05-08,5,769.66,121.08,112.91
250,157,2025-03-20,3,4292.88,192.25,513.89
251,114,2025-01-17,2,3837.57,87,906.6
252,29,2025-11-16,1,2495.58,158.38,260.43
253,208,2025-07-05,1,3067.42,75.25,744.16
254,256,2025-09-24,1,2910.44,543.35,413.85
255,139,2025-03-19,1,1425.66,284.44,108.16
256,11,2025-04-11,1,4189.93,290.65,659.21
257,263,2025-06-17,4,3082.8,304.78,694.3
258,17,2025-10-22,4,4990.78,954,501.84
259,87,2025-11-26,2,2604.78,69.31,621.35
260,31,2025-12-08,3,2356.34,354.06,247.33
261,49,2025-08-18,1,4617.2,811.59,789.56
262,223,2025-09-23,1,4496.44,416.67,999.56
263,227,2025-01-29,5,2510.64,247.22,401.37
264,164,2025-09-30,5,1812.05,131.09,140.59
265,51,2025-09-02,3,4072.62,130.91,388.15
266,227,2025-04-29,3,4910.38,200.6,735.28
267,193,2025-01-09,1,4781.05,13.83,999.53
268,88,2025-03-18,2,3191.25,94.18,680.41
269,193,2025-01-17,3,1653.37,144.67,229.49
270,25,2025-06-18,2,4806.74,735.25,528.71
271,229,2025-09-25,3,81.71,0.8,12.94
272,263,2025-05-25,2,4168.41,814.93,690.91
273,127,2025-08-06,1,3241.51,74.88,428.3
274,188,2025-06-10,4,1022.46,123.63,190.5
275,42,2025-04-07,4,3284.28,416.11,628.82
276,128,2025-08-06,4,628.06,36.62,66.71
277,15,2025-11-05,5,3286.09,305.26,507.87
278,10,2025-01-25,2,4550.96,506.87,670.15
279,25,2025-09-27,2,3077.32,176.12,316.02
280,6,2025-03-19,5,2981.14,338.83,364.57
281,108,2025-07-25,4,3227.37,441.17,264.38
282,258,2025-07-02,4,561.01,81.79,90.73
283,7,2025-05-16,2,2343.84,449.8,209.26
284,117,2025-03-18,3,2004.25,102.63,152.62
285,256,2025-11-28,2,2184.7,371.75,287.73
286,216,2025-10-11,4,1835.12,1.86,333.82
287,237,2025-11-25,2,4266.76,766.16,488.76
288,36,2025-11-17,2,3805.75,465.28,716.51
289,179,2025-08-27,5,3339.03,89.43,476.64
290,251,2025-12-08,5,4757.31,910.68,810.1
291,86,2025-09-24,4,4896.23,958.47,423.86
292,84,2025-01-09,5,2313.36,437.19,329.07
293,117,2025-10-31,5,3745.85,129.08,436.4
294,91,2025-01-12,5,2940.13,219.04,415.19
295,130,2025-08-30,3,1644.2,195.67,195.97
296,146,2025-06-25,1,1047.88,137.6,76.97
297,51,2025-09-26,5,4814.35,58.64,493.18
298,67,2025-04-01,1,4469.83,287.17,782.26
299,130,2025-07-30,1,3421.83,558.09,458.81
300,107,2025-12-11,3,1712.36,84.21,295.34
301,11,2025-09-25,5,1064.53,110.14,182.27
302,77,2025-12-07,3,2775.69,368.07,250.64
303,24,2025-06-27,1,2974.32,548.32,582.67
304,122,2025-10-02,1,4874.24,947.22,489.51
305,134,2025-06-19,3,4712.27,894.25,562.06
306,155,2025-06-20,4,4829.96,514.91,611.3
307,264,2025-01-25,2,4514.65,840.17,841.2
308,109,2025-10-17,4,3852.43,460.78,420.98
309,161,2025-12-05,2,3222.31,487.8,270.36
310,188,2025-05-29,2,4686.75,288.87,761.89
311,127,2025-01-09,3,3517.2,62.89,322.47
312,102,2025-03-08,1,4709.87,670.49,829.52
313,194,2025-10-31,2,3990.66,540.2,548.64
314,230,2025-09-25,3,2352.34,97.81,260.84
315,59,2025-08-29,1,3602.36,585.39,691.96
316,57,2025-02-07,3,1741.6,206.39,350.95
317,185,2025-01-16,3,3210.53,359.91,629.54
318,171,2025-06-29,1,1111.1,86.57,136.99
319,13,2025-01-06,3,2234.72,237.61,420.19
320,265,2025-02-22,3,121.83,16.76,16.6
321,201,2025-11-21,3,3175.97,377.88,532.99
322,68,2025-04-28,2,3347.48,355.47,357.74
323,141,2025-01-26,1,3479.22,113.91,686.07
324,13,2025-11-17,5,196.99,19.16,40.59
325,227,2025-08-03,3,3470.66,477.11,561.18
326,66,2025-02-27,1,1759.32,154.37,155.69
327,191,2025-10-27,4,3217.85,402.47,235.12
328,94,2025-04-23,1,3336.17,446.5,560.73
329,198,2025-10-16,1,4987.57,944.62,499.29
330,10,2025-07-15,2,1217.95,220.14,131.83
331,260,2025-06-07,2,1461.65,260.43,155.05
332,250,2025-10-14,5,382.39,48.64,68.65
333,222,2025-12-29,3,1454.69,224.14,280.94
334,259,2025-03-09,2,2483.36,92.13,573.8
335,103,2025-05-16,3,135.63,23.2,16.26
336,233,2025-10-17,1,1277.99,147.78,271.84
337,30,2025-02-25,2,4246.79,132.95,372.86
338,151,2025-09-18,1,3472.27,519.88,437.61
339,157,2025-03-14,2,848.51,137.71,107.09
340,175,2025-04-15,4,4535.2,597.96,896.32
341,117,2025-03-21,4,3417.84,410.47,482.84
342,198,2025-11-26,3,964.6,88.24,132.04
343,123,2025-04-16,3,4007.26,531.32,283.74
344,170,2025-04-04,4,3430.27,650.42,445.69
345,259,2025-09-06,5,4378.41,771.29,892.78
346,229,2025-09-02,3,4779.56,581.33,918.99
347,35,2025-04-13,4,1030.29,49.11,81.86
348,95,2025-04-22,4,2146.32,191.54,173.1
349,192,2025-11-05,2,527.54,66.04,46.01
350,59,2025-09-28,4,333.43,28.12,50
351,26,2025-02-24,2,1566.76,17.22,223.1
352,247,2025-11-08,3,3372.92,273.32,440.22
353,109,2025-08-11,3,2728.99,88.28,535.98
354,110,2025-10-22,5,3295.46,647.01,375.36
355,44,2025-09-30,5,1955.38,381.62,131.99
356,151,2025-09-28,5,3979.41,60.9,700.71
357,24,2025-05-01,2,4686.51,933.4,851.73
358,16,2025-10-29,1,589.77,6.89,96.86
359,138,2025-02-04,1,4023.48,101.19,907.8
360,51,2025-11-08,5,2301.46,53.24,366.53
361,55,2025-01-01,4,1878.5,317.29,358.07
362,104,2025-09-24,1,4177.05,99.86,829.07
363,132,2025-07-20,4,3002.95,318.08,602.94
364,58,2025-08-17,4,2781.95,94.66,600.03
365,90,2025-06-17,3,1824.29,113.9,423.88
366,7,2025-03-06,1,4575,493.38,492.24
367,185,2025-11-08,1,434.2,11.79,86.41
368,92,2025-05-11,2,992.13,68.42,226.28
369,116,2025-09-04,1,908.45,78.58,186.99
370,85,2025-02-15,1,3882.88,92.53,932.5
371,80,2025-08-21,1,3315.03,654.41,493.41
372,198,2025-10-07,4,3384.89,123.24,691.77
373,178,2025-09-07,3,2942.32,401.27,634.64
374,45,2025-02-13,1,2052.24,263.51,201.54
375,262,2025-03-14,5,969.19,31.31,104.19
376,261,2025-06-25,5,1393.3,192.69,134.43
377,153,2025-06-08,4,2565.84,27.91,304.73
378,34,2025-05-13,4,3955.91,477.49,691.96
379,187,2025-07-20,1,338.87,16.66,47.46
380,92,2025-01-24,5,2815.75,397.42,321
381,62,2025-04-08,2,1250.46,205.17,220.36
382,62,2025-08-28,3,1130.59,175.82,105.07
383,118,2025-09-20,2,472.58,93.67,84.04
384,72,2025-07-18,3,4932.76,836.45,835.7
385,78,2025-05-04,4,1811.4,235.06,361.57
386,88,2025-11-20,1,2687.66,430.94,455.89
387,148,2025-07-14,3,1236.63,159.08,202.41
388,198,2025-06-15,4,420.24,18.04,33.03
389,59,2025-05-22,5,1673.32,182.9,344.29
390,223,2025-10-10,5,2938.39,406.12,582.07
391,229,2025-08-29,1,1901.39,304.17,234.65
392,151,2025-09-21,3,2117.62,358.59,198.1
393,173,2025-10-02,3,4573.33,734,376.42
394,76,2025-05-22,5,871.31,84.44,75.49
395,164,2025-10-27,5,4436.23,714.26,631.4
396,267,2025-11-05,1,3530.84,521.93,520.97
397,83,2025-07-19,4,2744.54,341.78,538.5
398,93,2025-08-15,1,1829.22,57.15,157.1
399,76,2025-11-02,5,3990.26,450.91,478.63
400,93,2025-12-19,4,3117.14,374.34,418.65
401,122,2025-03-09,1,345.29,25.05,75.23
402,8,2025-04-15,3,2872.1,241.65,638.95
403,244,2025-12-01,2,745.4,28.42,98.37
404,224,2025-06-25,3,2886.07,314.25,484.16
405,129,2025-09-06,5,615.21,55.65,81.74
406,52,2025-07-20,5,405.13,40.1,60.48
407,266,2025-12-15,3,1713.63,25.88,307.83
408,37,2025-06-09,2,4492.11,187.47,578.84
409,182,2025-07-30,2,2249.58,34.37,506.43
410,42,2025-01-03,4,1866.29,38.11,272.87
411,263,2025-03-28,2,3852.94,207.56,727.91
412,46,2025-08-13,3,1654.6,194.71,206.83
413,160,2025-08-12,2,2207.24,258.45,196.38
414,120,2025-02-28,5,3246.85,617.93,367.34
415,79,2025-09-08,3,683.06,71.9,60.14
416,98,2025-05-29,2,4201.57,226.96,395.76
417,249,2025-12-05,3,1857.17,168.99,416.94
418,176,2025-12-02,1,1086.64,184.36,182.93
419,61,2025-09-03,2,3407.63,353.81,484.52
420,53,2025-01-19,3,3165.41,289.13,640.61
421,190,2025-04-10,3,3169.51,60.34,596.44
422,220,2025-08-10,5,3115.5,384.87,228.31
423,90,2025-11-15,5,1254.82,244.57,165.38
424,10,2025-07-21,5,1182.64,143.87,257.77
425,251,2025-01-11,2,3343.76,28.77,690.03
426,222,2025-05-28,5,1575.43,35.37,311.3
427,84,2025-04-13,2,1969.05,365.66,339.25
428,36,2025-11-03,1,2450.74,369.1,192.95
429,261,2025-02-18,4,3441.72,633.22,603.66
430,69,2025-11-11,4,1568.43,115.14,274.09
431,65,2025-06-05,4,583.79,58.24,70.8
432,151,2025-03-26,3,2134.97,58.05,284.88
433,5,2025-06-11,5,960.57,52.9,196.13
434,250,2025-04-10,4,3561.26,602.13,337.34
435,54,2025-12-04,2,2823.33,205.28,577.1
436,250,2025-03-25,4,2297.37,339.64,272.07
437,36,2025-10-15,2,934.23,158.95,131.67
438,157,2025-05-25,3,1300.93,217.24,266.58
439,237,2025-10-26,5,1421.27,153.44,238.05
440,248,2025-02-18,5,4447.01,876.76,405.9
441,150,2025-12-11,5,4432.34,77.28,892.16
442,243,2025-03-25,4,2503.94,490.44,497.78
443,55,2025-08-19,5,520.53,64.45,48.91
444,174,2025-01-26,3,3816.53,626.42,593.61
445,137,2025-01-05,3,3622.43,322.83,602.43
446,64,2025-04-01,1,4576.11,723.46,585.2
447,158,2025-11-02,4,4806.09,505.42,840.49
448,84,2025-07-02,4,2232.95,25.45,437.43
449,38,2025-01-21,2,1295.21,213.07,168.31
450,240,2025-03-06,5,685.69,6.74,134.41
451,84,2025-04-25,1,1147.49,164.4,221.32
452,265,2025-06-11,3,2117.42,53.3,388.66
453,24,2025-12-24,5,2849.87,191.33,364.22
454,61,2025-11-12,3,2447.79,310.89,224.25
455,170,2025-06-06,3,2516.25,375.73,447.92
456,94,2025-02-23,2,4419.26,837.14,427.96
457,31,2025-04-21,4,1725.16,172.28,240.85
458,69,2025-05-23,4,4016.38,286.84,338.24
459,124,2025-09-26,5,4140.83,497.76,347.3
460,160,2025-02-06,2,2099.91,282.79,420.73
461,8,2025-12-29,2,4089.38,316.14,354.18
462,209,2025-02-06,5,1653.14,241.33,189.62
463,79,2025-10-15,4,3334.26,19.84,288.19
464,67,2025-07-10,4,351.58,46.25,55.56
465,16,2025-11-27,2,767.49,19.37,176.94
466,52,2025-07-23,4,4740.8,229.61,509.93
467,78,2025-05-11,2,1424.47,0.92,287.92
468,95,2025-06-16,2,2844.28,209.49,288.26
469,161,2025-03-30,5,2986.98,96.25,504.4
470,194,2025-07-03,3,3210.63,320.27,676.89
471,40,2025-07-22,3,3589.87,180.35,385.02
472,97,2025-08-21,1,248.08,27.67,33.1
473,168,2025-07-18,5,2221.77,412.51,261.47
474,138,2025-11-14,5,4279.39,327.95,522.72
475,226,2025-10-28,3,3362.12,102.7,641.32
476,116,2025-07-30,2,4589.03,442.09,505.66
477,29,2025-07-16,5,4635.81,472.59,634.76
478,12,2025-10-02,5,2026.62,187.57,243.56
479,129,2025-12-15,1,2086.99,163.92,164.96
480,2,2025-01-23,5,2623.9,89.51,479.91
481,263,2025-06-24,2,3052.74,519.66,365.56
482,237,2025-02-18,1,4172.53,93.48,769.96
483,145,2025-12-18,3,4027.93,686.71,415.98
484,131,2025-10-09,2,4856.75,640.31,979.79
485,183,2025-06-17,5,3373.66,39.36,488.2
486,27,2025-08-31,1,4115.62,313.44,679.18
487,226,2025-06-02,4,805.52,11.73,177.2
488,42,2025-07-15,4,262.95,3.98,24.6
489,254,2025-09-23,2,632.52,55.76,122.75
490,189,2025-04-12,2,2580.86,462.08,385.65
491,11,2025-10-07,4,2605.31,429.26,419.98
492,268,2025-06-01,4,4117.27,71.7,678.43
493,227,2025-08-30,2,3535.44,428.53,349.86
494,189,2025-03-13,1,4145.87,274.21,396.34
495,213,2025-10-10,4,3061.94,317.57,463.02
496,105,2025-10-04,1,3243.94,496.76,316.37
497,79,2025-09-29,4,380.28,13.73,69.15
498,195,2025-05-10,2,3646.32,623.2,509.77
499,192,2025-03-05,3,3701.39,38.37,330.03
500,255,2025-12-18,3,1858.19,273.98,298.66
501,71,2025-10-02,3,1721.03,273.24,159.6
502,256,2025-07-23,2,933.48,36.22,183.14
503,230,2025-04-15,3,657.16,36.96,130.75
504,127,2025-09-17,1,807.65,61.83,170.36
505,66,2025-08-17,3,847.31,78.98,97.36
506,117,2025-04-30,3,1732.9,324.56,278.59
507,73,2025-12-17,4,1052.32,162.52,219.12
508,266,2025-08-15,5,4925.06,583.06,897.88
509,179,2025-06-21,2,3068.82,311.99,588.86
510,120,2025-04-24,4,4162.98,170.26,475.05
511,82,2025-07-04,3,94.17,2.91,15.86
512,72,2025-09-17,2,3777.91,14.51,572.68
513,132,2025-08-18,4,808.62,12.99,196.85
514,52,2025-09-19,1,3756.43,315.69,534.41
515,262,2025-11-23,5,2566.79,258.33,472.22
516,130,2025-02-07,3,2806.21,95.11,281.53
517,181,2025-09-28,4,1622.9,146.6,329.02
518,248,2025-07-25,4,818.94,39.92,92.57
519,155,2025-07-12,4,517.05,74.41,74.29
520,206,2025-10-31,1,4014.16,713.74,366.8
521,37,2025-05-29,1,4072.45,450.79,375.5
522,161,2025-12-15,2,4695.14,242.63,688.34
523,227,2025-10-28,2,2729.27,6.23,498.38
524,81,2025-11-27,2,2304.92,84.83,518.58
525,94,2025-01-04,2,4957.63,299.23,863.12
526,187,2025-05-26,4,1331.99,131.36,132.77
527,113,2025-11-18,5,1510.55,75.76,281.17
528,17,2025-06-10,4,1256.05,117.79,243.62
529,113,2025-06-06,1,812.06,129.53,90.02
530,173,2025-12-21,5,535.6,25.39,103.34
531,255,2025-01-12,5,2554.53,197.63,545.5
532,208,2025-12-20,3,3430.34,136.81,419.56
533,217,2025-11-08,2,2628.4,179.6,519.51
534,49,2025-03-16,4,4226.31,784.56,365.21
535,177,2025-07-17,2,3423.01,191.17,477.62
536,199,2025-01-15,5,355.17,66.67,58.09
537,53,2025-08-16,1,2432.74,421.12,226.89
538,215,2025-04-21,3,4947.2,535.91,799.44
539,249,2025-02-27,3,2181.11,191.23,197.51
540,13,2025-04-17,1,3585.65,517.45,414.74
